SkyGradient,848,56,74D211CB,0,1,1,4294967295,0,1
SkyGradient,864,88,70C16890,0,1,1,4294967295,0,1
SolidSprite,1952,-352,0DF25967,0,2,2,4294967295,0,1
SpikeU,1440,544,AE7A7DF8,0,1,1,4294967295,0,0
SpikeU,1504,544,003DBE45,0,1,1,4294967295,0,0
SpikeU,1568,544,0017BC2F,0,1,1,4294967295,0,0
SpikeU,1632,544,00159E75,0,1,1,4294967295,0,0
SpikeU,1696,544,002DA310,0,1,1,4294967295,0,0
SpikeU,1184,544,68993FC0,0,1,1,4294967295,0,0
SpikeU,1248,544,720F1ADA,0,1,1,4294967295,0,0
SpikeU,1312,544,8CCDE7B7,0,1,1,4294967295,0,0
SpikeU,1120,544,EFE28156,0,1,1,4294967295,0,0
SpikeU,928,640,7C696B8A,0,1,1,4294967295,0,0
SpikeR,928,608,5ED9DD22,0,1,1,4294967295,0,0
SpikeD,960,608,EF08C2C3,0,1,1,4294967295,0,0
SpikeL,960,640,BD5904FA,0,1,1,4294967295,0,0
MiniSpikeDown,1008,608,9CBABCB1,0,1,1,4294967295,0,0
MiniSpikeRight,992,608,5F580E04,0,1,1,4294967295,0,0
MiniSpikeLeft,1008,624,36076CB9,0,1,1,4294967295,0,0
MiniSpikeUp,992,624,91F10E8A,0,1,1,4294967295,0,0
DropShadow,1488,272,3B2636E3,0,1,1,4294967295,0,0
SpikeU,976,352,963D389F,0,1,1,4294967295,0,0
SpikeD,928,608,2BAC1515,0,0.3535533905933,1.7677669529664,4294967295,135,0
SpikeD,896,528,148B38D6,0,1,1,4294967295,135,0
SpikeL,1088,512,A4901618,0,1,2,4294967295,0,1
MiniSpikeLeft,944,512,F851FABA,0,2,2,4294967295,45,0
SpikeR,752,224,A5AD0031,0,1,1,4294967295,0,1
MiniSpikeUp,1072,240,786EC5A3,0,1,1,4294967295,0,0
MiniSpikeDown,1072,192,FFEDE641,0,1,1,4294967295,0,0
MiniSpikeUp,1072,176,4621C52E,0,1,1,4294967295,0,0
SpikeU,1152,544,B1CDAF89,0,1,1,4294967295,0,0
SpikeU,1216,544,466E08BA,0,1,1,4294967295,0,0
SpikeU,1280,544,EF152694,0,1,1,4294967295,0,0
SpikeU,1344,544,12E2CD9C,0,1,1,4294967295,0,0
SpikeU,1408,544,00277153,0,1,1,4294967295,0,0
SpikeU,1472,544,53C75736,0,1,1,4294967295,0,0
SpikeU,1376,544,0018F542,0,1,1,4294967295,0,0
SpikeD,1088,192,CA9ABE7A,0,1,1,4294967295,0,0
SpikeU,1088,160,ECEB1E61,0,1,1,4294967295,0,0
SpikeD,1120,208,3E6AF7A4,0,1,1,4294967295,0,0
SpikeU,1088,480,E4AD2337,0,1,1,4294967295,0,0
SpikeD,1184,128,66FD9686,0,1,1,4294967295,0,0
SpikeD,1216,128,F5DCB4D9,0,1,1,4294967295,0,0
SpikeD,1248,128,70BC109E,0,1,1,4294967295,0,0
SpikeD,1280,128,ACEB09A9,0,1,1,4294967295,0,0
SpikeD,1312,128,AB6D9741,0,1,1,4294967295,0,0
SpikeD,1344,128,E94A3085,0,1,1,4294967295,0,0
SpikeD,1376,128,5918D03B,0,1,1,4294967295,0,0
SpikeD,1408,128,C8909E60,0,1,1,4294967295,0,0
SpikeD,1440,128,6AE047CB,0,1,1,4294967295,0,0
SpikeD,1472,128,94BFDD2C,0,1,1,4294967295,0,0
SpikeD,1504,128,22A96099,0,1,1,4294967295,0,0
SpikeD,1536,128,8D067685,0,1,1,4294967295,0,0
SpikeD,1568,128,1AF64CE7,0,1,1,4294967295,0,0
SpikeD,1600,128,2A05393C,0,1,1,4294967295,0,0
SpikeD,1632,128,03370BF8,0,1,1,4294967295,0,0
SpikeD,1664,128,CC5D90B2,0,1,1,4294967295,0,0
SpikeD,1696,128,0C7B21BE,0,1,1,4294967295,0,0
SpikeD,1728,128,A2D73123,0,1,1,4294967295,0,0
SpikeL,1152,96,EDF2699D,0,1,1,4294967295,0,0
SpikeU,1120,176,1F57A36C,0,1,1,4294967295,0,0
SpikeU,1600,544,43D50718,0,1,1,4294967295,0,0
SpikeU,1664,544,7107E6B7,0,1,1,4294967295,0,0
SpikeU,1728,544,6C26C873,0,1,1,4294967295,0,0
MiniSpikeLeft,944,256,DEA0311F,0,1,1,4294967295,0,0
MiniSpikeLeft,944,272,30D74023,0,1,1,4294967295,0,0
SpikeU,1536,544,78933847,0,1,1,4294967295,0,0
SpikeL,576,288,F387CA7B,0,1,1,4294967295,0,0
SpikeR,512,384,7ED91E62,0,1,1,4294967295,0,0
SpikeL,576,432,B3D8D6F5,0,1,1,4294967295,0,0
SpikeU,608,256,5EE5088F,0,1,1,4294967295,0,0
SpikeR,512,480,1007B9AB,0,1,1,4294967295,0,0
SpikeD,608,480,4AEB18A5,0,1,1,4294967295,0,0
SpikeR,512,112,6B748F62,0,1,1,4294967295,0,0
SpikeL,576,112,D24D29B5,0,1,1,4294967295,0,0
SpikeD,544,48,B08A786F,0,1,1,4294967295,0,0
SpikeU,544,-16,224D9725,0,1,1,4294967295,0,0
SpikeD,480,512,421C61CA,0,1,1,4294967295,0,0
SpikeU,320,480,43D9D07E,0,3,3,4294967295,0,0
SpikeU,400,512,EB5FDDD2,0,2.5,2.5,4294967295,90,0
SpikeU,416,352,F0D55B22,0,3,3,4294967295,270,0
SpikeD,400,256,CE5517E5,0,2.5,2.5,4294967295,0,0
SpikeR,320,256,A509B676,0,1.5,1.5,4294967295,0,0
MiniSpikeLeft,528,16,69933E61,0,1,1,4294967295,0,0
MiniSpikeRight,576,16,AACCC06D,0,1,1,4294967295,0,0
MiniSpikeUp,1184,80,94063915,0,1,1,4294967295,0,0
MiniSpikeUp,1200,80,D7BF0D41,0,1,1,4294967295,0,0
SpikeU,1216,64,57669BBF,0,1,1,4294967295,0,0
SpikeD,1264,0,33A12487,0,1,1,4294967295,0,0
Warp,2016,288,CD58B62D,0,5,5,4294967295,0,1
Autotiler,1488,240,E883BB22,0,1,1,4294967295,0,1
Block,896,576,001A25E1,0,1,1,4294967295,0,0
Block,960,384,C02FCF6E,0,1,4,4294967295,0,0
Block,960,352,6C557C17,0,1,1,4294967295,0,0
Block,1056,288,8EE14D1E,0,1,9,4294967295,0,0
Block,960,256,A9AB8055,0,2,1,4294967295,0,0
Block,992,384,6B268338,0,1,4,4294967295,0,0
Block,1024,576,F3A8C9BC,0,25,1,4294967295,0,0
Block,800,512,51587425,0,3,3,4294967295,0,0
Block,768,256,48C9FB05,0,1,11,4294967295,0,0
