tile_rorforest,1632,160,832,288,32,32,0,1,1,4294967295
tile_rorforest,1632,192,832,288,32,32,0,1,1,4294967295
tile_rorforest,1632,224,832,288,32,32,0,1,1,4294967295
tile_rorforest,1632,256,832,288,32,32,0,1,1,4294967295
tile_rorforest,1632,288,832,288,32,32,0,1,1,4294967295
tile_rorforest,1632,320,832,288,32,32,0,1,1,4294967295
tile_rorforest,1632,352,832,288,32,32,0,1,1,4294967295
tile_rorforest,1632,384,832,288,32,32,0,1,1,4294967295
tile_rorforest,1632,416,832,288,32,32,0,1,1,4294967295
tile_rorforest,1632,448,832,288,32,32,0,1,1,4294967295
tile_rorforest,1632,480,832,288,32,32,0,1,1,4294967295
tile_rorforest,1632,512,832,288,32,32,0,1,1,4294967295
tile_rorforest,1600,416,832,288,32,32,0,1,1,4294967295
tile_rorforest,1600,448,832,288,32,32,0,1,1,4294967295
tile_rorforest,1600,480,832,288,32,32,0,1,1,4294967295
tile_rorforest,1600,512,832,288,32,32,0,1,1,4294967295
tile_rorforest,1664,192,832,288,32,32,0,1,1,4294967295
tile_rorforest,1664,160,832,288,32,32,0,1,1,4294967295
tile_rorforest,1696,160,832,288,32,32,0,1,1,4294967295
tile_rorforest,1728,160,832,288,32,32,0,1,1,4294967295
tile_rorforest,1760,160,832,288,32,32,0,1,1,4294967295
tile_rorforest,1792,160,832,288,32,32,0,1,1,4294967295
tile_rorforest,1824,160,832,288,32,32,0,1,1,4294967295
tile_rorforest,1824,192,832,288,32,32,0,1,1,4294967295
tile_rorforest,1792,192,832,288,32,32,0,1,1,4294967295
tile_rorforest,1760,192,832,288,32,32,0,1,1,4294967295
tile_rorforest,1728,192,832,288,32,32,0,1,1,4294967295
tile_rorforest,1696,192,832,288,32,32,0,1,1,4294967295
tile_rorforest,1664,224,832,288,32,32,0,1,1,4294967295
tile_rorforest,1664,256,832,288,32,32,0,1,1,4294967295
tile_rorforest,1664,288,832,288,32,32,0,1,1,4294967295
tile_rorforest,1664,320,832,288,32,32,0,1,1,4294967295
tile_rorforest,1664,352,832,288,32,32,0,1,1,4294967295
tile_rorforest,1664,384,832,288,32,32,0,1,1,4294967295
tile_rorforest,1664,416,832,288,32,32,0,1,1,4294967295
tile_rorforest,1664,448,832,288,32,32,0,1,1,4294967295
tile_rorforest,1664,480,832,288,32,32,0,1,1,4294967295
tile_rorforest,1664,512,832,288,32,32,0,1,1,4294967295
