SpikeLB,224,128,1F3509DB,0,1,1,4294967295,0,0
SpikeLB,141,48,C672C5B0,0,0.8324607610703,0.6632124185562,4294967295,0,0
SpikeBR,192,128,7F511827,0,1,1,4294967295,0,0
SpikeTR,192,160,E7F5076F,0,1,1,4294967295,0,0
SpikeTR,224,160,F697A2C9,0,1,1,4294967295,0,0
SpikeLB,224,160,994F5755,0,1,1,4294967295,0,0
SpikeBR,114,48,0C84C727,0,0.8324607610703,0.6632124185562,4294967295,0,0
SpikeD,168,132,5E998DD8,0,0.8324607610703,0.6632124185562,4294967295,0,0
SpikeU,154,132,B8CBE03D,0,0.8324607610703,0.6632124185562,4294967295,0,0
SpikeU,168,111,3054E217,0,0.8324607610703,0.6632124185562,4294967295,0,0
SpikeD,181,111,B84D028D,0,0.8324607610703,0.6632124185562,4294967295,0,0
SpikeU,181,89,812DBB91,0,0.8324607610703,0.6632124185562,4294967295,0,0
SpikeD,168,89,DA51BAAA,0,0.8324607610703,0.6632124185562,4294967295,0,0
SpikeU,168,68,C54A3D49,0,0.8324607610703,0.6632124185562,4294967295,0,0
SpikeD,154,68,CEDBC0F9,0,0.8324607610703,0.6632124185562,4294967295,0,0
SpikeU,154,48,1AA828A5,0,0.8324607610703,0.6632124185562,4294967295,0,0
SpikeD,141,48,C271B223,0,0.8324607610703,0.6632124185562,4294967295,0,0
SpikeLB,114,175,0B0B4829,0,0.8324607610703,0.6632124185562,4294967295,180,0
SpikeBR,141,175,59F7B85F,0,0.8324607610703,0.6632124185562,4294967295,180,0
SpikeD,88,89,1C5F711A,0,0.8324607610703,0.6632124185562,4294967295,180,0
SpikeU,101,89,DC1E1C24,0,0.8324607610703,0.6632124185562,4294967295,180,0
SpikeU,88,111,AF9106FF,0,0.8324607610703,0.6632124185562,4294967295,180,0
SpikeD,74,111,48230007,0,0.8324607610703,0.6632124185562,4294967295,180,0
SpikeU,74,132,A8878AC7,0,0.8324607610703,0.6632124185562,4294967295,180,0
SpikeD,88,132,02EF767A,0,0.8324607610703,0.6632124185562,4294967295,180,0
SpikeU,88,153,084681F1,0,0.8324607610703,0.6632124185562,4294967295,180,0
SpikeD,101,153,6EC6790C,0,0.8324607610703,0.6632124185562,4294967295,180,0
SpikeU,101,175,94D82DB9,0,0.8324607610703,0.6632124185562,4294967295,180,0
SpikeD,114,175,44363086,0,0.8324607610703,0.6632124185562,4294967295,180,0
SpikeLB,48,80,A965DC33,0,1,1,4294967295,180,0
SpikeBR,80,80,2CB4678E,0,1,1,4294967295,180,0
SpikeTR,80,48,C4273ACE,0,1,1,4294967295,180,0
SpikeTR,48,48,521D2620,0,1,1,4294967295,180,0
SpikeLB,48,48,6DB75CE2,0,1,1,4294967295,180,0
SpikeD,154,153,0A95B863,0,0.8324607610703,0.6632124185562,4294967295,0,0
SpikeU,141,153,866CC6CF,0,0.8324607610703,0.6632124185562,4294967295,0,0
SpikeD,101,68,CE36D282,0,0.8324607610703,0.6632124185562,4294967295,180,0
SpikeU,114,68,7B19201A,0,0.8324607610703,0.6632124185562,4294967295,180,0
TextDraw,64,0,3FCCEAE3,0,1,1,4294967295,0,1
